	Gene	Chromosome	TxStart	TxEnd
9748	KRT9	17	36981836	36975621
2747	KRT14	17	36996673	36992058
3174	KRT16	17	37022545	37019558
3173	KRT17	17	37034335	37029220
2177	EIF1	17	37098678	37101419
10032	GAST	17	37122105	37125749
161	HAP1	17	37144421	37132417
6707	JUP	17	37196475	37164389
11651	P3H4	17	37221977	37211731
5249	FKBP10	17	37222726	37232995
5265	NT5C3B	17	37245973	37234984
3497	KLHL10	17	37247584	37258117
3498	KLHL11	17	37275155	37263324
4125	ACLY	17	37328798	37276706
14002	CNP	17	37372284	37383280
4879	NKIRAS2	17	37422563	37431180
1140	DNAJC7	17	37422956	37382022
4741	ZNF385C	17	37434233	37431121
12637	DHX58	17	37518277	37506951
12562	KAT2A	17	37526872	37518656
3802	HSPB9	17	37528394	37528874
10337	RAB5C	17	37560548	37530523
8207	KCNH4	17	37586822	37562438
7581	HCRT	17	37590996	37589603
98	GHDC	17	37599739	37594631
10004	STAT5B	17	37681950	37604721
10005	STAT5A	17	37693090	37717484
3342	STAT3	17	37794039	37718868
1356	CAVIN1	17	37828800	37808000
1400	ATP6V0A1	17	37864387	37928123
11427	NAGLU	17	37941476	37949992
11207	HSD17B1	17	37957509	37960757
10437	COASY	17	37967725	37971818
13519	MLX	17	37972603	37978746
7860	PSMC3IP	17	37983273	37977878
12945	RETREG3	17	38014928	37985060
3021	TUBG1	17	38015219	38020775
472	TUBG2	17	38064848	38072549
8343	PLEKHH3	17	38082495	38073460
12778	CCR10	17	38087371	38084961
9750	CNTNAP1	17	38088157	38105358
4383	EZH1	17	38150574	38105819
14336	RAMP2	17	38166788	38168583
2218	VPS25	17	38178979	38185142
6645	WNK4	17	38186221	38202605
6345	COA3	17	38204230	38203178
3918	CNTD1	17	38204463	38216179
11600	BECN1	17	38229807	38215677
7586	PSME3	17	38238948	38249301
2542	AOC2	17	38250134	38256248
5864	AOC3	17	38256726	38263664
3934	G6PC	17	38306340	38318912
14237	AARSD1	17	38385546	38356070
12700	RPL27	17	38403971	38408495
4864	IFI35	17	38412350	38419998
5404	VAT1	17	38427921	38420147
1278	RND2	17	38430890	38434223
2557	BRCA1	17	38530657	38451220
14003	TMEM106A	17	38719419	38727115
11330	ARL4D	17	38831884	38834029
13510	DHX8	17	38916859	38957210
4735	MEOX1	17	39094457	39073285
13282	SOST	17	39191682	39186624
13927	DUSP3	17	39211829	39201280
15566	MPP3	17	39265136	39233692
8480	CD300LG	17	39280072	39296520
15567	MPP2	17	39340420	39309058
14349	PPY	17	39374548	39373698
14186	PYY	17	39386825	39385634
7081	NAGS	17	39437557	39441495
1582	TMEM101	17	39447871	39444082
618	LSM12	17	39499531	39467529
12929	G6PC3	17	39503643	39509238
15414	HDAC5	17	39556512	39509647
7730	C17orf53	17	39574851	39595370
7887	ASB16	17	39603599	39611977
3358	TMUB2	17	39620099	39624624
8291	UBTF	17	39651190	39639487
7238	SLC4A1	17	39700993	39682565
9753	RUNDC3A	17	39741489	39750763
3900	SLC25A39	17	39757658	39752529
635	GRN	17	39778016	39785996
2391	ITGA2B	17	39822399	39805075
1290	GPATCH8	17	39898829	39828177
4971	FZD2	17	39990450	39992433
10425	CCDC43	17	40122656	40110351
9481	DBF4B	17	40141501	40165771
1979	ADAM11	17	40192093	40213504
961	GJC1	17	40238711	40237520
12977	HIGD1B	17	40280804	40283370
15385	CCDC103	17	40332679	40336153
8298	GFAP	17	40348394	40338518
6961	C1QL1	17	40401170	40392586
8271	DCAKD	17	40493912	40456239
13322	NMT1	17	40494205	40541906
2258	ACBD4	17	40568579	40577324
7977	HEXIM1	17	40581651	40585246
7980	HEXIM2	17	40594046	40603189
7231	FMNL1	17	40655074	40680464
3507	SPATA32	17	40695262	40687542
804	ARHGAP27	17	40858780	40827057
10489	CRHR1	17	41217448	41268973
62	SPPL2C	17	41278052	41280107
14541	MAPT	17	41327623	41458611
1257	STH	17	41432482	41432869
14670	KANSL1	17	41605371	41463128
4732	LRRC37A3	17	41726461	60320247
5828	NSF	17	41805942	42189993
1716	WNT3	17	42251081	42196858
9807	WNT9B	17	42283966	42309436
6839	GOSR2	17	42355484	42373731
5754	RPRML	17	42411613	42410520
11166	CDC27	17	42621541	42553245
15548	MYL4	17	42641426	42656043
7329	ITGB3	17	42686206	42745076
3744	EFCAB13	17	42756348	42873674
1074	NPEPPS	17	42963602	43055634
11220	KPNB1	17	43082273	43116003
2512	TBKBP1	17	43127628	43144415
1541	TBX21	17	43165608	43178484
9154	OSBPL7	17	43254146	43239731
8925	MRPL10	17	43263902	43255637
1298	LRRC46	17	43264098	43269689
12600	SCRN2	17	43273611	43270056
6202	SP2	17	43328637	43361320
10588	PNPO	17	43373935	43380653
5321	PRR15L	17	43390109	43384333
1214	CDK5RAP3	17	43403427	43414146
15309	NFE2L1	17	43480730	43493840
54	CBX1	17	43533360	43502421
11644	SNX11	17	43539918	43555104
2596	SKAP1	17	43862551	43565803
13110	HOXB1	17	43963271	43961812
13108	HOXB2	17	43977391	43975019
13109	HOXB3	17	44006809	43982245
13113	HOXB4	17	44010742	44007874
13114	HOXB5	17	44026117	44023618
13111	HOXB6	17	44030815	44028112
13112	HOXB7	17	44043378	44039592
13105	HOXB8	17	44047300	44044706
13106	HOXB9	17	44058716	44053516
4690	PRAC1	17	44154881	44154082
1270	HOXB13	17	44161084	44158159
981	TTLL6	17	44226685	44194601
4794	CALCOCO2	17	44263370	44297227
6312	ATP5MC1	17	44325146	44328229
1766	UBE2Z	17	44340861	44361415
16018	SNF8	17	44377153	44362459
14064	GIP	17	44400954	44390916
11432	IGF2BP1	17	44429772	44488506
5258	B4GALNT2	17	44565327	44602121
16042	GNGT2	17	44641742	44638595
2518	ABI3	17	44642587	44655586
9318	PHOSPHO1	17	44663127	44655730
3594	ZNF652	17	44794834	44727484
14630	PHB	17	44847241	44836418
3250	NGFR	17	44927665	44947360
12374	NXPH3	17	45008477	45012717
8424	SPOP	17	45110524	45031246
12691	SLC35B1	17	45140281	45133688
388	FAM117A	17	45196518	45142687
11331	KAT7	17	45221069	45261455
12248	TAC4	17	45280378	45276416
5958	DLX4	17	45401562	45406948
5964	DLX3	17	45427587	45422369
72	ITGA3	17	45488729	45522843
771	PDK2	17	45527694	45543421
9114	SAMD14	17	45562166	45545034
1913	SGCA	17	45598364	45608288
8779	COL1A1	17	45633992	45616455
2907	TMEM92	17	45706831	45713843
7394	XYLT2	17	45778391	45793511
554	MRPL27	17	45805561	45800227
1396	EME1	17	45805588	45813819
9087	LRRC59	17	45829831	45813598
2473	ACSF2	17	45858597	45907197
7478	CHAD	17	45901322	45896859
855	RSAD1	17	45911188	45918335
9427	MYCBPAP	17	45940950	45963860
15519	EPN3	17	45965097	45975160
11702	SPATA20	17	45979560	45988210
3202	CACNA1G	17	45993447	46059541
7484	ABCC3	17	46067226	46124061
14615	ANKRD40	17	46140262	46127681
9597	LUC7L3	17	46151975	46185069
2515	WFIKKN2	17	46267838	46274706
2726	TOB1	17	46296412	46294587
14855	SPAG9	17	46553094	46397987
9624	NME1	17	46585918	46594449
9625	NME2	17	46598810	46604103
10132	MBTD1	17	46649738	46623960
12404	UTP18	17	46692919	46730289
4295	CA10	17	47590422	47062682
15132	KIF2B	17	49255260	49257572
7876	TOM1L1	17	50333202	50394309
4448	COX11	17	50401053	50384265
15264	STXBP4	17	50401124	50596151
130	HLF	17	50697374	50755886
15878	MMD	17	50854340	50824972
9370	TMEM100	17	51155141	51151988
14906	PCTP	17	51183448	51209733
1794	ANKFN1	17	51585837	51915006
123	NOG	17	52026273	52027542
13996	DGKE	17	52266551	52295922
4619	TRIM25	17	52346408	52323634
1602	COIL	17	52393410	52370561
6022	SCPEP1	17	52410487	52439126
1071	AKAP1	17	52517619	52553608
1777	MSI2	17	52688929	53112298
2646	MRPS23	17	53282398	53271840
203	CUEDC1	17	53335749	53295335
8427	VEZF1	17	53420512	53406118
578	SRSF1	17	53439587	53435861
8592	DYNLL2	17	53515797	53521812
346	OR4D1	17	53587513	53588446
5489	OR4D2	17	53601760	53603687
5868	EPX	17	53625206	53636783
11595	MKS1	17	53648606	53637801
11285	LPO	17	53670846	53700878
898	MPO	17	53713281	53702215
15117	TSPOAP1	17	53760477	53733594
7940	SUPT4H1	17	53784562	53777537
8937	RNF43	17	53849893	53786038
5393	MTMR4	17	53950211	53921896
7555	SEPT4	17	53961662	53952614
15321	C17orf47	17	53976728	53974154
8475	TEX14	17	54124380	53989040
14751	RAD51C	17	54124961	54166689
3564	PPM1E	17	54188230	54417314
12819	TRIM37	17	54538864	54430346
2227	SKA2	17	54587343	54543742
7164	PRR11	17	54587899	54635977
9124	SMG8	17	54642173	54647382
10864	GDPD1	17	54652615	54706655
15367	YPEL2	17	54763834	54833877
4436	DHX40	17	54997667	55040484
1877	CLTC	17	55052037	55127254
12063	PTRH2	17	55139638	55129449
418	VMP1	17	55139810	55273235
9435	TUBD1	17	55324860	55292176
12392	RPS6KB1	17	55325224	55382566
13758	RNFT1	17	55396862	55384505
13237	HEATR6	17	55511064	55475333
5555	CA4	17	55582130	55591686
6652	USP32	17	55824368	55609472
14789	C17orf64	17	55854654	55863542
15757	APPBP2	17	55958362	55875301
8650	PPM1D	17	56032335	56096818
7756	BCAS3	17	56110014	56824980
14313	TBX2	17	56832038	56841607
7950	TBX4	17	56888588	56916446
9208	NACA2	17	57023345	57022575
1423	BRIP1	17	57295537	57114766
15509	INTS2	17	57360159	57297512
15250	MED13	17	57497425	57377823
15162	EFCAB3	17	57811645	57847569
8838	METTL2A	17	57854997	57881186
4945	TLK2	17	57910135	58044757
603	MRC2	17	58058852	58123754
4959	MARCH10	17	58237746	58132407
5434	CYB561	17	58877277	58863397
2940	ACE	17	58908165	58952935
8209	KCNH6	17	58954426	58980070
9142	TACO1	17	59031972	59039456
13555	MAP3K3	17	59053506	59127401
7029	LIMD2	17	59131217	59126993
4379	STRADA	17	59172947	59133927
10421	CCDC47	17	59204668	59176342
7237	DDX42	17	59205298	59250408
15368	FTSJ3	17	59258188	59250524
9313	PSMC5	17	59258541	59263118
9800	CSH2	17	59304821	59303103
9801	CSH1	17	59304824	59326004
6420	GH2	17	59312955	59311307
1591	CSHL1	17	59342350	59340696
6419	GH1	17	59349878	59348310
4734	CD79B	17	59363428	59359831
14056	SCN4A	17	59404010	59369645
11653	ICAM2	17	59437839	59433687
15965	ERN1	17	59561208	59474491
9164	TEX2	17	59694385	59578527
6623	PECAM1	17	59817723	59754144
12145	POLG2	17	59923616	59904364
5912	DDX5	17	59932869	59926199
4396	CEP95	17	59933619	59964522
2609	SMURF2	17	60088848	59971196
1029	GNA13	17	60483216	60437295
4809	RGS9	17	60564053	60654270
12448	AXIN2	17	60988227	60955146
6377	CEP112	17	61489655	61062398
2110	APOH	17	61655992	61638613
5576	PRKCA	17	61729387	62237324
11519	CACNG5	17	62303912	62311819
7937	CACNG4	17	62391474	62459980
5071	CACNG1	17	62471167	62483371
9504	HELZ	17	62666046	62504527
4186	PSMD12	17	62793125	62767354
9387	NOL11	17	63144522	63170728
10544	BPTF	17	63252241	63410954
3652	KPNA2	17	63462309	63473431
3227	AMZ2	17	63755309	63764892
2055	SLC16A6	17	63799000	63775932
8551	ARSG	17	63815190	63928595
15081	WIPI1	17	63965157	63929508
9678	PRKAR1A	17	64020137	64040503
12183	FAM20A	17	64108690	64044859
15227	ABCA8	17	64463128	64375024
15228	ABCA9	17	64568731	64482576
15215	ABCA6	17	64649610	64586441
7070	ABCA10	17	64752551	64655743
15218	ABCA5	17	64823369	64754386
15750	MAP2K6	17	64922433	65051067
3925	KCNJ16	17	65612589	65643339
8761	KCNJ2	17	65677270	65687776
15482	SOX9	17	67628755	67634156
793	SLC39A11	17	68600422	68153683
7287	SSTR2	17	68672754	68679655
6896	COG1	17	68700777	68716238
2113	FAM104A	17	68740013	68715099
14193	C17orf80	17	68740952	68755257
2505	CDC42EP4	17	68819738	68791358
100	SDK2	17	68945808	68845406
5079	RPL38	17	69711411	69717612
2818	TTYH2	17	69721290	69769750
2105	DNAI2	17	69789245	69822617
11394	KIF19	17	69833990	69859053
2956	GPR142	17	69875239	69880334
10222	GPRC5C	17	69938646	69955161
8395	CD300A	17	69974116	69992526
8483	CD300LB	17	70039200	70028908
8394	CD300C	17	70053877	70048841
8482	CD300LD	17	70100017	70087098
1922	CD300E	17	70131396	70120306
11953	RAB37	17	70178864	70255068
8481	CD300LF	17	70220703	70202047
3025	SLC9A3R1	17	70256378	70277089
3219	NAT9	17	70284065	70278282
1586	TMEM104	17	70284268	70346213
1025	GRIN2C	17	70367602	70349762
10083	FDXR	17	70380692	70370244
6046	FADS6	17	70401334	70385067
1497	USH1G	17	70430946	70423770
5838	OTOP2	17	70431964	70441235
5837	OTOP3	17	70443491	70457106
9210	HID1	17	70480411	70458434
3114	CDR2L	17	70495321	70513479
10105	MRPL58	17	70520374	70528950
6694	ATP5PD	17	70554669	70546549
10008	KCTD2	17	70554873	70573574
8573	SLC16A5	17	70595649	70613841
11990	ARMC7	17	70617676	70637955
1609	NT5C	17	70639433	70637918
13941	JPT1	17	70662369	70642937
5104	SUMO2	17	70690693	70675419
1953	NUP85	17	70713380	70743447
946	GGA3	17	70769272	70744289
4861	MRPS7	17	70769384	70774049
5910	MIF4GD	17	70778898	70773907
3327	SLC25A19	17	70797109	70780668
4893	GRB2	17	70913329	70825752
2912	TMEM94	17	70964370	71007761
8964	CASKIN2	17	71023222	71007936
8511	TSEN54	17	71024234	71032410
1448	LLGL2	17	71033377	71082884
3965	SMIM5	17	71146108	71149079
1925	RECQL5	17	71174864	71156539
15185	SAP30BP	17	71174993	71215733
7332	ITGB4	17	71229110	71265493
15668	GALK1	17	71272875	71265612
1106	H3F3B	17	71287455	71284111
3516	UNK	17	71292531	71333474
10896	UNC13D	17	71352393	71334933
8827	WBP2	17	71363009	71353375
2918	TRIM47	17	71386251	71381841
4287	TRIM65	17	71404649	71396637
1780	MRPL38	17	71413069	71406318
9022	FBF1	17	71448701	71417519
14523	TEN1	17	71486895	71508260
8637	ACOX1	17	71487020	71453259
5534	CDK3	17	71509013	71513251
15178	EVPL	17	71534972	71514521
6196	SRP68	17	71580172	71547269
547	GALR2	17	71582486	71585168
2589	ZACN	17	71586903	71590342
14264	EXOC7	17	71611371	71599990
2118	FOXJ1	17	71648161	71644011
7043	RNF157	17	71747985	71651450
7218	UBALD2	17	71772877	71778444
14254	QRICH2	17	71815356	71781726
15585	PRPSAP1	17	71861304	71818608
201	SPHK1	17	71892296	71895536
11567	UBE2O	17	71960883	71897490
14894	AANAT	17	71975245	71977793
6738	RHBDF2	17	72009084	71978573
12835	CYGB	17	72045377	72035034
15269	ST6GALNAC2	17	72093524	72073076
15270	ST6GALNAC1	17	72151327	72132441
7270	MXRA7	17	72218651	72183403
2672	JMJD6	17	72234152	72226133
3581	SRSF2	17	72245007	72241793
12080	MFSD11	17	72245377	72286931
6024	MGAT5B	17	72376392	72458065
9696	SEC14L1	17	72648616	72724774
14658	SEPT9	17	72789116	73008269
14284	TNRC6C	17	73556588	73612616
363	TMC8	17	73638463	73649033
355	TMC6	17	73640083	73620593
6542	C17orf99	17	73654028	73673831
6051	SYNGR2	17	73676265	73680604
8447	TK1	17	73694719	73681796
2019	AFMID	17	73695037	73715377
5812	BIRC5	17	73721871	73733310
4883	SOCS3	17	73867753	73864458
13852	PGS1	17	73886360	73932232
15801	DNAH17	17	73974446	74051431
4564	CYTH1	17	74289971	74181726
6655	USP36	17	74348204	74304745
1391	CEP295NL	17	74410878	74398256
2550	TIMP2	17	74433067	74360655
2239	LGALS3BP	17	74487656	74478931
4580	CANT1	17	74517433	74499396
7103	C1QTNF1	17	74531845	74557464
1785	ENGASE	17	74582613	74596274
15835	ENPP7	17	75319275	75330615
13000	CBX2	17	75366587	75375973
11388	CBX8	17	75385485	75382770
11392	CBX4	17	75427808	75421550
13958	TBC1D16	17	75624242	75528415
11727	GAA	17	75689876	75708273
11324	EIF4A3	17	75735533	75723612
14550	CARD14	17	75766875	75797446
9515	SGSH	17	75808719	75797684
5896	SLC26A11	17	75808857	75841892
14646	RNF213	17	75935789	75984673
567	NPTX1	17	76064999	76055227
11188	RPTOR	17	76133662	76554762
641	CHMP6	17	76580289	76588527
1920	BAIAP2	17	76623556	76705827
11448	AATK	17	76754467	76705692
8572	CEP131	17	76811346	76777987
11176	TEPSIN	17	76827450	76816673
10034	SLC38A10	17	76836030	76839591
1585	TMEM105	17	76919069	76899668
1043	ACTG1	17	77094422	77091593
4760	FSCN2	17	77110016	77114631
11624	FAAP100	17	77129844	77117387
3957	NPLOC4	17	77214493	77136077
11032	PDE6G	17	77233971	77227893
9521	OXLD1	17	77244023	77242470
13687	CCDC137	17	77244181	77250819
11221	HGS	17	77261424	77279550
8927	MRPL12	17	77280811	77284953
5686	SLC25A10	17	77289741	77298446
1874	PPP1R27	17	77386193	77384657
8806	P4HB	17	77411680	77394325
1493	ARHGDIA	17	77422527	77418886
6460	ALYREF	17	77442758	77439016
10775	ANAPC11	17	77442894	77451655
14085	NPB	17	77451912	77454066
13313	PCYT2	17	77462563	77455510
6964	SIRT7	17	77469320	77463106
15900	MAFG	17	77478879	77469438
2277	PYCR1	17	77488259	77483559
5217	NOTUM	17	77512353	77503679
3695	ASPSCR1	17	77528714	77568569
12735	CENPX	17	77574043	77569867
1295	LRRC45	17	77574568	77582315
445	RAC3	17	77582820	77585368
4524	DCXR	17	77588862	77587045
8600	GPS1	17	77603051	77608635
13090	DUS1L	17	77616969	77609040
11916	FASN	17	77649395	77629503
2123	CCDC57	17	77702778	77708613
8571	SLC16A3	17	77780235	77790640
6770	CSNK1D	17	77824862	77795530
15176	CD7	17	77868769	77866034
2581	SECTM1	17	77878461	77872472
14893	TEX19	17	77910412	77914909
7898	UTS2R	17	77925489	77926659
12905	OGFOD3	17	77969741	77943388
4282	HEXDC	17	77969859	77993804
2617	NARF	17	78009860	78039430
10869	FOXK2	17	78070882	78153743
4268	WDR45B	17	78199628	78165776
53	RAB40B	17	78249802	78208237
9335	FN3KRP	17	78267894	78279144
8921	FN3K	17	78286796	78302362
4049	TBCD	17	78303226	78494349
6739	ZNF750	17	78391188	78380599
14397	B3GNTL1	17	78602975	78494956
13350	METRNL	17	78630855	78646009
6099	USP14	18	148552	202601
8378	THOC1	18	258023	204521
1167	COLEC12	18	490685	309355
1103	CETN1	18	570368	571524
3456	CLUL1	18	586997	640291
5605	TYMS	18	647674	663498
592	ENOSF1	18	702642	663914
14772	YES1	18	802327	711591
15177	ADCYAP1	18	895386	901050
10002	METTL4	18	2561470	2527529
9581	NDC80	18	2561604	2606626
12033	EMILIN2	18	2837027	2904088
13216	LPIN2	18	3001945	2906992
7891	MYOM1	18	3210106	3056805
4765	MYL12A	18	3237527	3246233
4764	MYL12B	18	3252134	3268179
15538	TGIF1	18	3441590	3448404
510	DLGAP1	18	3835296	3492143
3485	ZBTB14	18	5283313	5279378
1693	EPB41L3	18	5533986	5383092
11827	L3MBTL4	18	6357682	6019387
810	ARHGAP28	18	6824483	6905710
11141	LAMA1	18	7107813	6931887
3074	PTPRM	18	7557816	8396852
192	MTCL1	18	8707368	8822074
2109	NDUFV2	18	9092724	9124336
5822	ANKRD12	18	9126800	9273757
1152	RALBP1	18	9465529	9528105
13542	PPP4R1	18	9604503	9536841
11959	RAB31	18	9698302	9852547
12506	TXNDC2	18	9875801	9878155
4199	VAPA	18	9903983	9949571
12505	APCDD1	18	10444624	10478692
2057	NAPG	18	10516030	10540371
12726	PIEZO2	18	10687814	10660859
1648	GNAL	18	11742185	11871825
10689	CHMP1B	18	11841425	11842696
8091	MPPE1	18	11898641	11873473
13319	IMPA2	18	11971454	12020876
4984	CIDEA	18	12244369	12267592
7710	TUBB6	18	12298256	12316567
7895	AFG3L2	18	12367194	12319107
5145	PRELID3A	18	12397927	12422234
3767	SPIRE1	18	12536905	12436511
6165	CEP76	18	12692703	12662631
8678	PTPN2	18	12874334	12783247
557	SEH1L	18	12937982	12977533
11283	CEP192	18	12998498	13115049
3835	LDLRAD4	18	13208794	13642753
15586	FAM210A	18	13716559	13655744
7326	RNMT	18	13716703	13754554
5521	MC5R	18	13815764	13816742
14816	MC2R	18	13875517	13874623
842	ZNF519	18	14122429	14094723
6598	ROCK1	18	16944869	16787532
6299	GREB1L	18	17076200	17342674
5040	ESCO1	18	17434627	17363259
3641	SNRPD1	18	17446257	17464206
4872	ABHD3	18	17538724	17484855
14171	MIB1	18	17575542	17704908
11012	GATA6	18	18003401	18036489
14053	CTAGE1	18	18248828	18247561
2572	RBBP8	18	18767292	18860445
10038	CABLES1	18	18989786	19092614
4928	TMEM241	18	19207716	19129978
10256	RIOK3	18	19287253	19317031
15306	RMC1	18	19337470	19365740
868	NPC1	18	19420426	19365461
12876	ANKRD29	18	19496847	19434007
11143	LAMA3	18	19523559	19789025
11094	TTC39C	18	19826734	19966989
8254	CABYR	18	19972952	19995562
13281	OSBPL1A	18	20106194	19996010
2478	IMPACT	18	20260679	20287480
6106	HRH4	18	20294590	20313918
14979	ZNF521	18	21186114	20895888
7099	SS18	18	21924609	21850216
8736	PSMA8	18	21967830	22027318
11627	KCTD1	18	22383118	22288937
14612	AQP4	18	22696573	22686007
107	CHST9	18	23019177	22749659
3886	CDH2	18	24011189	23784933
10661	DSC3	18	26876687	26825028
9837	DSC2	18	26936375	26900004
9839	DSC1	18	26996817	26963213
4968	DSG1	18	27152049	27190453
4004	DSG4	18	27210737	27247878
3273	DSG3	18	27281755	27310474
4926	DSG2	18	27332202	27380855
12099	TTR	18	27425837	27432781
3683	B4GALT6	18	27518626	27457130
8167	TRAPPC8	18	27777067	27663901
5347	RNF125	18	27852442	27903161
590	RNF138	18	27925834	27965521
1353	MEP1B	18	28023984	28054362
14721	GAREM1	18	28304393	28101634
4534	KLHL14	18	28606972	28506631
755	CCDC178	18	29274655	28791969
8259	NOL4	18	30057192	29686409
2981	DTNA	18	30327278	30725363
14609	MAPRE2	18	30875388	30975813
11255	ZNF397	18	31074998	31092356
12486	ZSCAN30	18	31124170	31086816
6463	ZNF24	18	31178403	31169956
3586	ZNF396	18	31208327	31206791
3811	INO80C	18	31331895	31302295
11363	GALNT1	18	31488533	31545792
7972	C18orf21	18	31806745	31813238
7552	RPRD1A	18	31901371	31823791
4749	SLC39A6	18	31963203	31943196
10476	ELP2	18	31963884	32008605
4980	MOCOS	18	32021479	32102682
953	FHOD3	18	32131699	32614016
13566	TPGS2	18	32662938	32630031
12660	KIAA1328	18	32663077	33059285
13076	CELF4	18	33399602	33087771
4108	PIK3C3	18	37789196	37915442
13612	RIT2	18	38949654	38577190
1344	SYT4	18	39111342	39101856
2098	SETBP1	18	40535466	40898771
15891	SLC14A2	18	41448763	41517056
15892	SLC14A1	18	41558156	41585297
6410	SIGLEC15	18	41659542	41676519
8702	EPG5	18	41751659	41691688
11631	PSTPIP2	18	41906221	41817500
5952	HAUS1	18	41938322	41962296
7981	C18orf25	18	42008020	42100944
10057	RNF165	18	42168184	42294781
7000	LOXHD1	18	42393250	42343527
11360	ST8SIA5	18	42591037	42513078
9031	PIAS2	18	42751464	42670206
9677	KATNAL2	18	42780784	42881659
5583	ELOA3	18	42798369	42808570
5582	ELOA2	18	42815986	42812940
1162	IER3IP1	18	42956712	42935412
141	SMAD2	18	43710924	43618434
12827	CTIF	18	44319424	44643582
138	SMAD7	18	44731079	44700221
5384	DYM	18	45241059	44824169
14432	C18orf32	18	45267599	45262027
5665	RPL17	18	45272849	45268855
13728	LIPG	18	45342424	45373274
3264	ACAA2	18	45593900	45563872
788	MYO5B	18	45975176	45603183
15041	CFAP53	18	46046863	46007561
3304	MBD1	18	46061844	46049996
12189	CXXC1	18	46068004	46062719
2224	SKA1	18	46155400	46174534
280	MRO	18	46600366	46578571
9275	ME2	18	46659432	46728256
13489	ELAC1	18	46748384	46768488
801	SMAD4	18	46827286	46859729
15432	MEX3C	18	46977380	46954919
4601	DCC	18	48121155	49311286
3306	MBD2	18	50004986	49983044
11127	POLI	18	50049922	50075090
9171	STARD6	18	50134941	50105059
14977	C18orf54	18	50139168	50162382
10312	DYNAP	18	50409387	50417722
4367	RAB27B	18	50646837	50708205
15920	CCDC68	18	50777635	50719790
9402	TCF4	18	51406441	51046165
7085	TXNL1	18	52456874	52421050
9396	WDR7	18	52490744	52848019
2280	ST8SIA3	18	53169041	53178830
3468	ONECUT2	18	53253914	53295062
3478	FECH	18	53404988	53366534
2614	NARS	18	53440011	53418893
1296	ATP8B1	18	53550037	53466585
11960	NEDD4L	18	53862777	54216369
1119	ALPK2	18	54397547	54299463
10103	MALT1	18	54489597	54568350
6768	ZNF532	18	54681040	54804683
5597	SEC11C	18	54958104	54977041
101	GRP	18	55038379	55048980
11689	RAX	18	55091605	55086732
2939	CPLX4	18	55136861	55113633
13514	LMAN1	18	55177461	55148087
9248	CCBE1	18	55515570	55252128
7610	PMAIP1	18	55718216	55722517
13087	MC4R	18	56190562	56189563
214	CDH20	18	57308754	57373345
1177	RNF152	18	57711284	57631582
739	PIGN	18	58005206	57862439
4460	KIAA1468	18	58039436	58124183
15521	TNFRSF11A	18	58143527	58204482
14783	ZCCHC2	18	58357893	58396796
9021	PHLPP1	18	58533713	58798646
1283	BCL2	18	59136910	59136114
8953	KDSR	18	59185419	59149037
1704	VPS4B	18	59240673	59207406
2831	SERPINB5	18	59295198	59323297
14917	SERPINB12	18	59374372	59385224
14916	SERPINB13	18	59405579	59417412
2832	SERPINB4	18	59462470	59455481
2829	SERPINB3	18	59480094	59473410
2833	SERPINB7	18	59593623	59623590
2830	SERPINB2	18	59705921	59722100
14915	SERPINB10	18	59733724	59753456
7913	SERPINB8	18	59788242	59807587
14320	CDH7	18	61569136	61699154
6265	CDH19	18	62422196	62322300
8196	DSEL	18	63334947	63324798
7090	TMX3	18	64533275	64515154
10853	CCDC102B	18	64616349	64873406
11967	DOK6	18	65219270	65660357
12031	CD226	18	65775140	65681174
14141	RTTN	18	66023942	65822020
8877	SOCS6	18	66107242	66145328
15086	CBLN2	18	68362542	68354894
14363	NETO1	18	68683914	68652253
1547	FBXO15	18	69965929	69891585
15971	TIMM21	18	69966824	69977067
8315	CYB5A	18	70110201	70071507
1598	C18orf63	18	70134089	70177402
7833	CNDP2	18	70314576	70339336
14076	CNDP1	18	70352671	70403239
10700	ZNF407	18	70474281	70762002
9874	ZADH2	18	71050105	71039470
601	TSHZ1	18	71125160	71130665
6493	ZNF236	18	72665103	72811668
11725	MBP	18	72857959	72857109
548	GALR1	18	73090720	73111081
13689	SALL3	18	74841262	74859182
1820	ATP9B	18	74930384	75239268
9417	NFATC1	18	75256759	75390310
4731	CTDP1	18	75540788	75615495
4386	KCNG2	18	75724655	75760804
5819	TXNL4A	18	75849506	75834394
816	RBFA	18	75895345	75907375
15505	ADNP2	18	75967902	75998276
1554	PARD6G	18	76106222	76018644
13173	OR4F17	19	61678	62596
4495	PLPP2	19	242435	232045
2625	MIER2	19	295791	256574
15692	THEG	19	327009	313058
14960	ODF3L2	19	425983	414359
12589	MADCAM1	19	447489	456342
13567	TPGS1	19	458496	471516
2169	CDC34	19	482732	493086
6237	GZMM	19	495026	500919
5270	BSG	19	523536	534492
5156	HCN2	19	540892	568157
904	POLRMT	19	584530	568224
14708	FGF22	19	590925	594604
5343	RNF126	19	614227	598527
6881	FSTL3	19	627416	634389
8640	PRSS57	19	646461	636545
13195	PALM	19	660001	699328
1911	MISP	19	702145	715319
7916	PTBP1	19	748410	763327
15893	PLPPR3	19	772951	763517
13853	AZU1	19	778830	783017
1211	PRTN3	19	791964	799051
4067	ELANE	19	803290	807244
1461	CFD	19	810664	814608
7574	MED16	19	844190	818963
983	R3HDM4	19	864200	847502
3675	KISS1R	19	868357	872013
